archivo,linea,tipo,etiqueta_latex,titulo,fila,columna,valor_crudo,valor
inattention_energy_prices.tex,891,tabla,resultadosprecision,Precision Model results.,"6:600,000,000",0,"600,000,000",600000000.0
inattention_energy_prices.tex,891,tabla,resultadosprecision,Precision Model results.,"6:600,000,000",1,"721,200,000",721200000.0
inattention_energy_prices.tex,891,tabla,resultadosprecision,Precision Model results.,"6:600,000,000",2,0.798,0.798
inattention_energy_prices.tex,891,tabla,resultadosprecision,Precision Model results.,"6:600,000,000",3,1.202,1.202
inattention_energy_prices.tex,891,tabla,resultadosprecision,Precision Model results.,"6:600,000,000",4,39.20,39.2
inattention_energy_prices.tex,892,tabla,resultadosprecision,Precision Model results.,"7:700,000,000",0,"700,000,000",700000000.0
inattention_energy_prices.tex,892,tabla,resultadosprecision,Precision Model results.,"7:700,000,000",1,"673,836,382",673836382.0
inattention_energy_prices.tex,892,tabla,resultadosprecision,Precision Model results.,"7:700,000,000",2,0.798,0.798
inattention_energy_prices.tex,892,tabla,resultadosprecision,Precision Model results.,"7:700,000,000",3,0.963,0.963
inattention_energy_prices.tex,892,tabla,resultadosprecision,Precision Model results.,"7:700,000,000",4,35.74,35.74
inattention_energy_prices.tex,893,tabla,resultadosprecision,Precision Model results.,"8:800,000,000",0,"800,000,000",800000000.0
inattention_energy_prices.tex,893,tabla,resultadosprecision,Precision Model results.,"8:800,000,000",1,"757,247,245",757247245.0
inattention_energy_prices.tex,893,tabla,resultadosprecision,Precision Model results.,"8:800,000,000",2,0.798,0.798
inattention_energy_prices.tex,893,tabla,resultadosprecision,Precision Model results.,"8:800,000,000",3,0.947,0.947
inattention_energy_prices.tex,893,tabla,resultadosprecision,Precision Model results.,"8:800,000,000",4,35.74,35.74
inattention_energy_prices.tex,894,tabla,resultadosprecision,Precision Model results.,"9:900,000,000",0,"900,000,000",900000000.0
inattention_energy_prices.tex,894,tabla,resultadosprecision,Precision Model results.,"9:900,000,000",1,"851,903,151",851903151.0
inattention_energy_prices.tex,894,tabla,resultadosprecision,Precision Model results.,"9:900,000,000",2,0.798,0.798
inattention_energy_prices.tex,894,tabla,resultadosprecision,Precision Model results.,"9:900,000,000",3,0.947,0.947
inattention_energy_prices.tex,894,tabla,resultadosprecision,Precision Model results.,"9:900,000,000",4,35.74,35.74
inattention_energy_prices.tex,895,tabla,resultadosprecision,Precision Model results.,"10:1,000,000,000",0,"1,000,000,000",1000000000.0
inattention_energy_prices.tex,895,tabla,resultadosprecision,Precision Model results.,"10:1,000,000,000",1,"947,173,004",947173004.0
inattention_energy_prices.tex,895,tabla,resultadosprecision,Precision Model results.,"10:1,000,000,000",2,0.798,0.798
inattention_energy_prices.tex,895,tabla,resultadosprecision,Precision Model results.,"10:1,000,000,000",3,0.947,0.947
inattention_energy_prices.tex,895,tabla,resultadosprecision,Precision Model results.,"10:1,000,000,000",4,35.74,35.74
inattention_energy_prices.tex,965,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,0:CAP[MtCO_2],0,2,2.0
inattention_energy_prices.tex,965,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,0:CAP[MtCO_2],1,100,100.0
inattention_energy_prices.tex,965,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,0:CAP[MtCO_2],2,200,200.0
inattention_energy_prices.tex,965,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,0:CAP[MtCO_2],3,300,300.0
inattention_energy_prices.tex,965,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,0:CAP[MtCO_2],4,400,400.0
inattention_energy_prices.tex,965,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,0:CAP[MtCO_2],5,500,500.0
inattention_energy_prices.tex,965,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,0:CAP[MtCO_2],6,600,600.0
inattention_energy_prices.tex,965,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,0:CAP[MtCO_2],7,700,700.0
inattention_energy_prices.tex,965,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,0:CAP[MtCO_2],8,800,800.0
inattention_energy_prices.tex,965,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,0:CAP[MtCO_2],9,900,900.0
inattention_energy_prices.tex,965,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,0:CAP[MtCO_2],10,1000,1000.0
inattention_energy_prices.tex,966,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,1:[Millones],1,120,120.0
inattention_energy_prices.tex,966,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,1:[Millones],2,240,240.0
inattention_energy_prices.tex,966,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,1:[Millones],3,355,355.0
inattention_energy_prices.tex,966,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,1:[Millones],4,436,436.0
inattention_energy_prices.tex,966,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,1:[Millones],5,590,590.0
inattention_energy_prices.tex,966,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,1:[Millones],6,721,721.0
inattention_energy_prices.tex,966,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,1:[Millones],7,674,674.0
inattention_energy_prices.tex,966,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,1:[Millones],8,757,757.0
inattention_energy_prices.tex,966,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,1:[Millones],9,852,852.0
inattention_energy_prices.tex,966,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,1:[Millones],10,947,947.0
inattention_energy_prices.tex,967,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,2:^d,1,264.03,264.03
inattention_energy_prices.tex,967,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,2:^d,2,169.98,169.98
inattention_energy_prices.tex,967,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,2:^d,3,106.88,106.88
inattention_energy_prices.tex,967,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,2:^d,4,98.92,98.92
inattention_energy_prices.tex,967,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,2:^d,5,110.36,110.36
inattention_energy_prices.tex,967,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,2:^d,6,93.00,93.0
inattention_energy_prices.tex,967,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,2:^d,7,105.33,105.33
inattention_energy_prices.tex,967,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,2:^d,8,99.07,99.07
inattention_energy_prices.tex,967,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,2:^d,9,97.95,97.95
inattention_energy_prices.tex,967,tabla,PMpidporcap,Initial electricity prices ( ^d) per CAP in Precision Model.,2:^d,10,92.09,92.09
inattention_energy_prices.tex,581,figura,rendcap,Ratio per CAP in Profit Oriented Model.,79.8 @ x=100,y,120.2,120.2
inattention_energy_prices.tex,581,figura,rendcap,Ratio per CAP in Profit Oriented Model.,79.8 @ x=200,y,120.2,120.2
inattention_energy_prices.tex,581,figura,rendcap,Ratio per CAP in Profit Oriented Model.,79.8 @ x=300,y,120.2,120.2
inattention_energy_prices.tex,581,figura,rendcap,Ratio per CAP in Profit Oriented Model.,79.8 @ x=400,y,120.2,120.2
inattention_energy_prices.tex,581,figura,rendcap,Ratio per CAP in Profit Oriented Model.,79.8 @ x=500,y,120.2,120.2
inattention_energy_prices.tex,581,figura,rendcap,Ratio per CAP in Profit Oriented Model.,79.8 @ x=600,y,120.2,120.2
inattention_energy_prices.tex,581,figura,rendcap,Ratio per CAP in Profit Oriented Model.,79.8 @ x=700,y,120.2,120.2
inattention_energy_prices.tex,581,figura,rendcap,Ratio per CAP in Profit Oriented Model.,79.8 @ x=800,y,120.2,120.2
inattention_energy_prices.tex,581,figura,rendcap,Ratio per CAP in Profit Oriented Model.,79.8 @ x=900,y,120.2,120.2
inattention_energy_prices.tex,581,figura,rendcap,Ratio per CAP in Profit Oriented Model.,79.8 @ x=1000,y,120.2,120.2
inattention_energy_prices.tex,589,figura,rendcap,Ratio per CAP in Profit Oriented Model.,80 @ x=100,y,120.2,120.2
inattention_energy_prices.tex,589,figura,rendcap,Ratio per CAP in Profit Oriented Model.,80 @ x=200,y,120.2,120.2
inattention_energy_prices.tex,589,figura,rendcap,Ratio per CAP in Profit Oriented Model.,80 @ x=300,y,120.2,120.2
inattention_energy_prices.tex,589,figura,rendcap,Ratio per CAP in Profit Oriented Model.,80 @ x=400,y,113.69,113.69
inattention_energy_prices.tex,589,figura,rendcap,Ratio per CAP in Profit Oriented Model.,80 @ x=500,y,120.2,120.2
inattention_energy_prices.tex,589,figura,rendcap,Ratio per CAP in Profit Oriented Model.,80 @ x=600,y,100.87,100.87
inattention_energy_prices.tex,589,figura,rendcap,Ratio per CAP in Profit Oriented Model.,80 @ x=700,y,86.46,86.46
inattention_energy_prices.tex,589,figura,rendcap,Ratio per CAP in Profit Oriented Model.,80 @ x=800,y,120.2,120.2
inattention_energy_prices.tex,589,figura,rendcap,Ratio per CAP in Profit Oriented Model.,80 @ x=900,y,67.25,67.25
inattention_energy_prices.tex,589,figura,rendcap,Ratio per CAP in Profit Oriented Model.,80 @ x=1000,y,60.52,60.52
inattention_energy_prices.tex,596,figura,rendcap,Ratio per CAP in Profit Oriented Model.,85 @ x=100,y,113.65,113.65
inattention_energy_prices.tex,596,figura,rendcap,Ratio per CAP in Profit Oriented Model.,85 @ x=200,y,114.62,114.62
inattention_energy_prices.tex,596,figura,rendcap,Ratio per CAP in Profit Oriented Model.,85 @ x=300,y,118.72,118.72
inattention_energy_prices.tex,596,figura,rendcap,Ratio per CAP in Profit Oriented Model.,85 @ x=400,y,120.2,120.2
inattention_energy_prices.tex,596,figura,rendcap,Ratio per CAP in Profit Oriented Model.,85 @ x=500,y,120.2,120.2
inattention_energy_prices.tex,596,figura,rendcap,Ratio per CAP in Profit Oriented Model.,85 @ x=600,y,120.2,120.2
inattention_energy_prices.tex,596,figura,rendcap,Ratio per CAP in Profit Oriented Model.,85 @ x=700,y,112.87,112.87
inattention_energy_prices.tex,596,figura,rendcap,Ratio per CAP in Profit Oriented Model.,85 @ x=800,y,98.76,98.76
inattention_energy_prices.tex,596,figura,rendcap,Ratio per CAP in Profit Oriented Model.,85 @ x=900,y,87.78,87.78
inattention_energy_prices.tex,596,figura,rendcap,Ratio per CAP in Profit Oriented Model.,85 @ x=1000,y,79,79.0
inattention_energy_prices.tex,603,figura,rendcap,Ratio per CAP in Profit Oriented Model.,90 @ x=100,y,113.56,113.56
inattention_energy_prices.tex,603,figura,rendcap,Ratio per CAP in Profit Oriented Model.,90 @ x=200,y,111.57,111.57
inattention_energy_prices.tex,603,figura,rendcap,Ratio per CAP in Profit Oriented Model.,90 @ x=300,y,120.2,120.2
inattention_energy_prices.tex,603,figura,rendcap,Ratio per CAP in Profit Oriented Model.,90 @ x=400,y,120.2,120.2
inattention_energy_prices.tex,603,figura,rendcap,Ratio per CAP in Profit Oriented Model.,90 @ x=500,y,120.2,120.2
inattention_energy_prices.tex,603,figura,rendcap,Ratio per CAP in Profit Oriented Model.,90 @ x=600,y,96.37,96.37
inattention_energy_prices.tex,603,figura,rendcap,Ratio per CAP in Profit Oriented Model.,90 @ x=700,y,25.98,25.98
inattention_energy_prices.tex,603,figura,rendcap,Ratio per CAP in Profit Oriented Model.,90 @ x=800,y,22.73,22.73
inattention_energy_prices.tex,603,figura,rendcap,Ratio per CAP in Profit Oriented Model.,90 @ x=900,y,20.2,20.2
inattention_energy_prices.tex,603,figura,rendcap,Ratio per CAP in Profit Oriented Model.,90 @ x=1000,y,18.18,18.18
inattention_energy_prices.tex,610,figura,rendcap,Ratio per CAP in Profit Oriented Model.,95 @ x=100,y,118.47,118.47
inattention_energy_prices.tex,610,figura,rendcap,Ratio per CAP in Profit Oriented Model.,95 @ x=200,y,117.1,117.1
inattention_energy_prices.tex,610,figura,rendcap,Ratio per CAP in Profit Oriented Model.,95 @ x=300,y,89.66,89.66
inattention_energy_prices.tex,610,figura,rendcap,Ratio per CAP in Profit Oriented Model.,95 @ x=400,y,67.24,67.24
inattention_energy_prices.tex,610,figura,rendcap,Ratio per CAP in Profit Oriented Model.,95 @ x=500,y,53.79,53.79
inattention_energy_prices.tex,610,figura,rendcap,Ratio per CAP in Profit Oriented Model.,95 @ x=600,y,44.83,44.83
inattention_energy_prices.tex,610,figura,rendcap,Ratio per CAP in Profit Oriented Model.,95 @ x=700,y,38.42,38.42
inattention_energy_prices.tex,610,figura,rendcap,Ratio per CAP in Profit Oriented Model.,95 @ x=800,y,33.62,33.62
inattention_energy_prices.tex,610,figura,rendcap,Ratio per CAP in Profit Oriented Model.,95 @ x=900,y,29.88,29.88
inattention_energy_prices.tex,610,figura,rendcap,Ratio per CAP in Profit Oriented Model.,95 @ x=1000,y,26.89,26.89
inattention_energy_prices.tex,617,figura,rendcap,Ratio per CAP in Profit Oriented Model.,99 @ x=100,y,114.91,114.91
inattention_energy_prices.tex,617,figura,rendcap,Ratio per CAP in Profit Oriented Model.,99 @ x=200,y,112.45,112.45
inattention_energy_prices.tex,617,figura,rendcap,Ratio per CAP in Profit Oriented Model.,99 @ x=300,y,104.43,104.43
inattention_energy_prices.tex,617,figura,rendcap,Ratio per CAP in Profit Oriented Model.,99 @ x=400,y,101.19,101.19
inattention_energy_prices.tex,617,figura,rendcap,Ratio per CAP in Profit Oriented Model.,99 @ x=500,y,110.24,110.24
inattention_energy_prices.tex,617,figura,rendcap,Ratio per CAP in Profit Oriented Model.,99 @ x=600,y,119.99,119.99
inattention_energy_prices.tex,617,figura,rendcap,Ratio per CAP in Profit Oriented Model.,99 @ x=700,y,39.39,39.39
inattention_energy_prices.tex,617,figura,rendcap,Ratio per CAP in Profit Oriented Model.,99 @ x=800,y,34.46,34.46
inattention_energy_prices.tex,617,figura,rendcap,Ratio per CAP in Profit Oriented Model.,99 @ x=900,y,30.63,30.63
inattention_energy_prices.tex,617,figura,rendcap,Ratio per CAP in Profit Oriented Model.,99 @ x=1000,y,27.57,27.57
inattention_energy_prices.tex,624,figura,rendcap,Ratio per CAP in Profit Oriented Model.,100 @ x=100,y,118.33,118.33
inattention_energy_prices.tex,624,figura,rendcap,Ratio per CAP in Profit Oriented Model.,100 @ x=200,y,113,113.0
inattention_energy_prices.tex,624,figura,rendcap,Ratio per CAP in Profit Oriented Model.,100 @ x=300,y,104.46,104.46
inattention_energy_prices.tex,624,figura,rendcap,Ratio per CAP in Profit Oriented Model.,100 @ x=400,y,90.57,90.57
inattention_energy_prices.tex,624,figura,rendcap,Ratio per CAP in Profit Oriented Model.,100 @ x=500,y,54.93,54.93
inattention_energy_prices.tex,624,figura,rendcap,Ratio per CAP in Profit Oriented Model.,100 @ x=600,y,45.78,45.78
inattention_energy_prices.tex,624,figura,rendcap,Ratio per CAP in Profit Oriented Model.,100 @ x=700,y,30.39,30.39
inattention_energy_prices.tex,624,figura,rendcap,Ratio per CAP in Profit Oriented Model.,100 @ x=800,y,26.59,26.59
inattention_energy_prices.tex,624,figura,rendcap,Ratio per CAP in Profit Oriented Model.,100 @ x=900,y,23.64,23.64
inattention_energy_prices.tex,624,figura,rendcap,Ratio per CAP in Profit Oriented Model.,100 @ x=1000,y,21.27,21.27
inattention_energy_prices.tex,734,figura,rendcapTC,Carbon budget effect on performance.,Quadratic Rate Model @ x=100,y,79.8,79.8
inattention_energy_prices.tex,734,figura,rendcapTC,Carbon budget effect on performance.,Quadratic Rate Model @ x=200,y,79.79,79.79
inattention_energy_prices.tex,734,figura,rendcapTC,Carbon budget effect on performance.,Quadratic Rate Model @ x=300,y,79.79,79.79
inattention_energy_prices.tex,734,figura,rendcapTC,Carbon budget effect on performance.,Quadratic Rate Model @ x=400,y,79.8,79.8
inattention_energy_prices.tex,734,figura,rendcapTC,Carbon budget effect on performance.,Quadratic Rate Model @ x=500,y,90.54,90.54
inattention_energy_prices.tex,734,figura,rendcapTC,Carbon budget effect on performance.,Quadratic Rate Model @ x=600,y,99.88,99.88
inattention_energy_prices.tex,734,figura,rendcapTC,Carbon budget effect on performance.,Quadratic Rate Model @ x=700,y,99.69,99.69
inattention_energy_prices.tex,734,figura,rendcapTC,Carbon budget effect on performance.,Quadratic Rate Model @ x=800,y,94.41,94.41
inattention_energy_prices.tex,734,figura,rendcapTC,Carbon budget effect on performance.,Quadratic Rate Model @ x=900,y,89.55,89.55
inattention_energy_prices.tex,734,figura,rendcapTC,Carbon budget effect on performance.,Quadratic Rate Model @ x=1000,y,90.92,90.92
inattention_energy_prices.tex,766,figura,rendcapTC2,Carbon budget effect on ratio,Quadratic Rate Model @ x=100,y,144.94,144.94
inattention_energy_prices.tex,766,figura,rendcapTC2,Carbon budget effect on ratio,Quadratic Rate Model @ x=200,y,144.94,144.94
inattention_energy_prices.tex,766,figura,rendcapTC2,Carbon budget effect on ratio,Quadratic Rate Model @ x=300,y,144.94,144.94
inattention_energy_prices.tex,766,figura,rendcapTC2,Carbon budget effect on ratio,Quadratic Rate Model @ x=400,y,144.94,144.94
inattention_energy_prices.tex,766,figura,rendcapTC2,Carbon budget effect on ratio,Quadratic Rate Model @ x=500,y,130.75,130.75
inattention_energy_prices.tex,766,figura,rendcapTC2,Carbon budget effect on ratio,Quadratic Rate Model @ x=600,y,103.32,103.32
inattention_energy_prices.tex,766,figura,rendcapTC2,Carbon budget effect on ratio,Quadratic Rate Model @ x=700,y,94.46,94.46
inattention_energy_prices.tex,766,figura,rendcapTC2,Carbon budget effect on ratio,Quadratic Rate Model @ x=800,y,76.36,76.36
inattention_energy_prices.tex,766,figura,rendcapTC2,Carbon budget effect on ratio,Quadratic Rate Model @ x=900,y,67.68,67.68
inattention_energy_prices.tex,766,figura,rendcapTC2,Carbon budget effect on ratio,Quadratic Rate Model @ x=1000,y,69.86,69.86
inattention_energy_prices.tex,835,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,1 @ x=100,y,121,121.0
inattention_energy_prices.tex,835,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,1 @ x=200,y,107,107.0
inattention_energy_prices.tex,835,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,1 @ x=300,y,98,98.0
inattention_energy_prices.tex,835,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,1 @ x=400,y,97,97.0
inattention_energy_prices.tex,835,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,1 @ x=500,y,83,83.0
inattention_energy_prices.tex,835,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,1 @ x=600,y,85,85.0
inattention_energy_prices.tex,835,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,1 @ x=700,y,109,109.0
inattention_energy_prices.tex,835,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,1 @ x=800,y,94,94.0
inattention_energy_prices.tex,835,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,1 @ x=900,y,93,93.0
inattention_energy_prices.tex,835,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,1 @ x=1000,y,95,95.0
inattention_energy_prices.tex,842,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,2 @ x=100,y,130,130.0
inattention_energy_prices.tex,842,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,2 @ x=200,y,114,114.0
inattention_energy_prices.tex,842,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,2 @ x=300,y,104,104.0
inattention_energy_prices.tex,842,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,2 @ x=400,y,101,101.0
inattention_energy_prices.tex,842,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,2 @ x=500,y,91,91.0
inattention_energy_prices.tex,842,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,2 @ x=600,y,93,93.0
inattention_energy_prices.tex,842,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,2 @ x=700,y,113,113.0
inattention_energy_prices.tex,842,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,2 @ x=800,y,97,97.0
inattention_energy_prices.tex,842,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,2 @ x=900,y,96,96.0
inattention_energy_prices.tex,842,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,2 @ x=1000,y,98,98.0
inattention_energy_prices.tex,849,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,3 @ x=100,y,125,125.0
inattention_energy_prices.tex,849,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,3 @ x=200,y,111,111.0
inattention_energy_prices.tex,849,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,3 @ x=300,y,102,102.0
inattention_energy_prices.tex,849,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,3 @ x=400,y,100,100.0
inattention_energy_prices.tex,849,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,3 @ x=500,y,90,90.0
inattention_energy_prices.tex,849,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,3 @ x=600,y,92,92.0
inattention_energy_prices.tex,849,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,3 @ x=700,y,113,113.0
inattention_energy_prices.tex,849,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,3 @ x=800,y,96,96.0
inattention_energy_prices.tex,849,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,3 @ x=900,y,94,94.0
inattention_energy_prices.tex,849,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,3 @ x=1000,y,95,95.0
inattention_energy_prices.tex,856,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,4 @ x=100,y,143,143.0
inattention_energy_prices.tex,856,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,4 @ x=200,y,124,124.0
inattention_energy_prices.tex,856,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,4 @ x=300,y,113,113.0
inattention_energy_prices.tex,856,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,4 @ x=400,y,107,107.0
inattention_energy_prices.tex,856,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,4 @ x=500,y,100,100.0
inattention_energy_prices.tex,856,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,4 @ x=600,y,102,102.0
inattention_energy_prices.tex,856,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,4 @ x=700,y,120,120.0
inattention_energy_prices.tex,856,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,4 @ x=800,y,103,103.0
inattention_energy_prices.tex,856,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,4 @ x=900,y,101,101.0
inattention_energy_prices.tex,856,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,4 @ x=1000,y,104,104.0
inattention_energy_prices.tex,863,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,5 @ x=100,y,115,115.0
inattention_energy_prices.tex,863,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,5 @ x=200,y,101,101.0
inattention_energy_prices.tex,863,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,5 @ x=300,y,91,91.0
inattention_energy_prices.tex,863,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,5 @ x=400,y,94,94.0
inattention_energy_prices.tex,863,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,5 @ x=500,y,76,76.0
inattention_energy_prices.tex,863,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,5 @ x=600,y,77,77.0
inattention_energy_prices.tex,863,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,5 @ x=700,y,105,105.0
inattention_energy_prices.tex,863,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,5 @ x=800,y,91,91.0
inattention_energy_prices.tex,863,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,5 @ x=900,y,90,90.0
inattention_energy_prices.tex,863,figura,TCrendcap,Average electricity prices (2019-2050) per demand escenario Quadratic Rate Model.,5 @ x=1000,y,92,92.0
inattention_energy_prices.tex,925,figura,rendcapMP2,CAP effect on ratio.,Precision Model. @ x=100,y,120.2,120.2
inattention_energy_prices.tex,925,figura,rendcapMP2,CAP effect on ratio.,Precision Model. @ x=200,y,120.2,120.2
inattention_energy_prices.tex,925,figura,rendcapMP2,CAP effect on ratio.,Precision Model. @ x=300,y,118.16,118.16
inattention_energy_prices.tex,925,figura,rendcapMP2,CAP effect on ratio.,Precision Model. @ x=400,y,108.91,108.91
inattention_energy_prices.tex,925,figura,rendcapMP2,CAP effect on ratio.,Precision Model. @ x=500,y,118,118.0
inattention_energy_prices.tex,925,figura,rendcapMP2,CAP effect on ratio.,Precision Model. @ x=600,y,120.2,120.2
inattention_energy_prices.tex,925,figura,rendcapMP2,CAP effect on ratio.,Precision Model. @ x=700,y,96.26,96.26
inattention_energy_prices.tex,925,figura,rendcapMP2,CAP effect on ratio.,Precision Model. @ x=800,y,94.65,94.65
inattention_energy_prices.tex,925,figura,rendcapMP2,CAP effect on ratio.,Precision Model. @ x=900,y,94.65,94.65
inattention_energy_prices.tex,925,figura,rendcapMP2,CAP effect on ratio.,Precision Model. @ x=1000,y,94.71,94.71
inattention_energy_prices.tex,996,figura,PMrendcap,Electricity prices (2019-2050) per scenario,1 @ x=100,y,125,125.0
inattention_energy_prices.tex,996,figura,PMrendcap,Electricity prices (2019-2050) per scenario,1 @ x=200,y,117,117.0
inattention_energy_prices.tex,996,figura,PMrendcap,Electricity prices (2019-2050) per scenario,1 @ x=300,y,104,104.0
inattention_energy_prices.tex,996,figura,PMrendcap,Electricity prices (2019-2050) per scenario,1 @ x=400,y,98,98.0
inattention_energy_prices.tex,996,figura,PMrendcap,Electricity prices (2019-2050) per scenario,1 @ x=500,y,113,113.0
inattention_energy_prices.tex,996,figura,PMrendcap,Electricity prices (2019-2050) per scenario,1 @ x=600,y,91,91.0
inattention_energy_prices.tex,996,figura,PMrendcap,Electricity prices (2019-2050) per scenario,1 @ x=700,y,108,108.0
inattention_energy_prices.tex,996,figura,PMrendcap,Electricity prices (2019-2050) per scenario,1 @ x=800,y,106,106.0
inattention_energy_prices.tex,996,figura,PMrendcap,Electricity prices (2019-2050) per scenario,1 @ x=900,y,105,105.0
